Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
olive-gold-geode-set-of-4,Olive Gold Geode Set of 4,"<p>Set of 4 olive green geode resin coasters with gold glitter centres and crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3147,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3147.jpeg,1,Set of 4 olive green geode resin coasters with gold glitter centres and crystal edges,draft
olive-gold-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3148.jpeg,2,Olive Gold Geode coasters studio view,
olive-gold-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3149.jpeg,3,Olive Gold Geode coaster gold centre close-up,
olive-gold-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3150.jpeg,4,Olive Gold Geode coaster macro detail,
olive-gold-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3261.jpeg,5,Olive Gold Geode coaster outdoor view,
olive-gold-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3262.jpeg,6,Olive Gold Geode coaster held in hand outdoors,
lagoon-geode-set-of-4,Lagoon Geode Set of 4,"<p>Set of 4 turquoise and green crackle geode resin coasters with fine cell web pattern.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3139,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3139.jpeg,1,Set of 4 turquoise and green crackle geode resin coasters with fine cell web pattern,draft
lagoon-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3140.jpeg,2,Lagoon Geode coasters studio view,
lagoon-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3141.jpeg,3,Lagoon Geode coaster crackle close-up,
lagoon-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3142.jpeg,4,Lagoon Geode coaster macro detail,
lagoon-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3224.jpeg,5,Lagoon Geode coaster outdoor view,
lagoon-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3225.jpeg,6,Lagoon Geode coaster held in hand outdoors,
amber-geode-set-of-4,Amber Geode Set of 4,"<p>Set of 4 amber and gold crackle geode resin coasters with dark olive centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3151,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3151.jpeg,1,Set of 4 amber and gold crackle geode resin coasters with dark olive centres,draft
amber-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3152.jpeg,2,Amber Geode coasters studio view,
amber-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3153.jpeg,3,Amber Geode coaster crackle close-up,
amber-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3248.jpeg,4,Amber Geode coaster outdoor view,
amber-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3249.jpeg,5,Amber Geode coaster held in hand outdoors,
coral-sunburst-set-of-4,Coral Sunburst Set of 4,"<p>Set of 4 coral and peach resin coasters with white crystal edges and gold glitter centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3162,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3162.jpeg,1,Set of 4 coral and peach resin coasters with white crystal edges and gold glitter centres,draft
coral-sunburst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3163.jpeg,2,Coral Sunburst coaster close-up,
coral-sunburst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3164.jpeg,3,Coral Sunburst coaster petal detail,
coral-sunburst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3165.jpeg,4,Coral Sunburst coaster gold centre macro,
coral-sunburst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3246.jpeg,5,Coral Sunburst coaster outdoor view,
coral-sunburst-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3247.jpeg,6,Coral Sunburst coaster held in hand outdoors,
marigold-set-of-4,Marigold Set of 4,"<p>Set of 4 red and orange resin coasters with gold mandala sunburst centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3154,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3154.jpeg,1,Set of 4 red and orange resin coasters with gold mandala sunburst centres,draft
marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3155.jpeg,2,Marigold coasters studio view,
marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3156.jpeg,3,Marigold coaster gold centre close-up,
marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3157.jpeg,4,Marigold coaster petal detail,
marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3254.jpeg,5,Marigold coaster outdoor view,
marigold-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3256.jpeg,6,Marigold coaster held in hand outdoors,
cornflower-blossom-set-of-4,Cornflower Blossom Set of 4,"<p>Set of 4 flower-shaped resin coasters with blue petals, pale blue ruffled edges and red glitter centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3158,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3158.jpeg,1,"Set of 4 flower-shaped resin coasters with blue petals, pale blue ruffled edges and red glitter centres",draft
cornflower-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3159.jpeg,2,Cornflower Blossom coasters studio view,
cornflower-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3160.jpeg,3,Cornflower Blossom coaster centre close-up,
cornflower-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3161.jpeg,4,Cornflower Blossom coaster petal detail,
cornflower-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3252.jpeg,5,Cornflower Blossom coaster outdoor view,
cornflower-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3253.jpeg,6,Cornflower Blossom coaster held in hand outdoors,
meadow-blossom-set-of-4,Meadow Blossom Set of 4,"<p>Set of 4 flower-shaped resin coasters with green petals, white ruffled edges and crystal druzy centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3166,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3166.jpeg,1,"Set of 4 flower-shaped resin coasters with green petals, white ruffled edges and crystal druzy centres",draft
meadow-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3167.jpeg,2,Meadow Blossom coasters studio view,
meadow-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3168.jpeg,3,Meadow Blossom coaster crystal centre close-up,
meadow-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3259.jpeg,4,Meadow Blossom coaster outdoor view,
meadow-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3260.jpeg,5,Meadow Blossom coaster held in hand outdoors,
peacock-blossom-set-of-4,Peacock Blossom Set of 4,"<p>Set of 4 flower-shaped resin coasters with blue, teal and purple cell pattern and ruffled edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3169,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3169.jpeg,1,"Set of 4 flower-shaped resin coasters with blue, teal and purple cell pattern and ruffled edges",draft
peacock-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3170.jpeg,2,Peacock Blossom coasters studio view,
peacock-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3171.jpeg,3,Peacock Blossom coaster cell pattern close-up,
peacock-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3172.jpeg,4,Peacock Blossom coaster macro detail,
peacock-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3222.jpeg,5,Peacock Blossom coaster outdoor view,
peacock-blossom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3223.jpeg,6,Peacock Blossom coaster held in hand outdoors,
mermaid-geode-set-of-4,Mermaid Geode Set of 4,"<p>Set of 4 round teal and green geode resin coasters with shimmer sunburst centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3174,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3174.jpeg,1,Set of 4 round teal and green geode resin coasters with shimmer sunburst centres,draft
mermaid-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3175.jpeg,2,Mermaid Geode coasters studio view,
mermaid-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3176.jpeg,3,Mermaid Geode coaster shimmer close-up,
mermaid-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3177.jpeg,4,Mermaid Geode coaster macro detail,
mermaid-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3236.jpeg,5,Mermaid Geode coaster outdoor view,
mermaid-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3237.jpeg,6,Mermaid Geode coaster held in hand outdoors,
terracotta-geode-set-of-4,Terracotta Geode Set of 4,"<p>Set of 4 round terracotta and rust crackle geode resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3178,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3178.jpeg,1,Set of 4 round terracotta and rust crackle geode resin coasters,draft
terracotta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3179.jpeg,2,Terracotta Geode coasters studio view,
terracotta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3180.jpeg,3,Terracotta Geode coaster crackle close-up,
terracotta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3181.jpeg,4,Terracotta Geode coaster macro detail,
terracotta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3230.jpeg,5,Terracotta Geode coaster outdoor view,
terracotta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3231.jpeg,6,Terracotta Geode coaster held in hand outdoors,
stormcloud-geode-set-of-4,Stormcloud Geode Set of 4,"<p>Set of 4 round black, grey and white geode resin coasters with silver druzy centres.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3182,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3182.jpeg,1,"Set of 4 round black, grey and white geode resin coasters with silver druzy centres",draft
stormcloud-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3183.jpeg,2,Stormcloud Geode coasters studio view,
stormcloud-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3184.jpeg,3,Stormcloud Geode coaster centre close-up,
stormcloud-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3244.jpeg,4,Stormcloud Geode coaster outdoor view,
stormcloud-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3245.jpeg,5,Stormcloud Geode coaster held in hand outdoors,
sunset-mandala-set-of-4,Sunset Mandala Set of 4,"<p>Set of 4 round orange, gold and magenta mandala sunburst resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3185,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3185.jpeg,1,"Set of 4 round orange, gold and magenta mandala sunburst resin coasters",draft
sunset-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3186.jpeg,2,Sunset Mandala coasters studio view,
sunset-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3187.jpeg,3,Sunset Mandala coaster centre close-up,
sunset-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3188.jpeg,4,Sunset Mandala coaster macro detail,
sunset-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3228.jpeg,5,Sunset Mandala coaster outdoor view,
sunset-mandala-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3229.jpeg,6,Sunset Mandala coaster held in hand outdoors,
berry-marble-set-of-4,Berry Marble Set of 4,"<p>Set of 4 square magenta and purple marble cell resin coasters.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3189,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3189.jpeg,1,Set of 4 square magenta and purple marble cell resin coasters,draft
berry-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3190.jpeg,2,Berry Marble coasters studio view,
berry-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3191.jpeg,3,Berry Marble coaster cell pattern close-up,
berry-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3192.jpeg,4,Berry Marble coaster swirl macro,
berry-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3265.jpeg,5,Berry Marble coaster outdoor view,
berry-marble-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3266.jpeg,6,Berry Marble coaster held in hand outdoors,
cobalt-bloom-set-of-4,Cobalt Bloom Set of 4,"<p>Cobalt Bloom coasters studio view.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3194,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3194.jpeg,1,Cobalt Bloom coasters studio view,draft
cobalt-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3193.jpeg,2,Cobalt Bloom coasters set of four,
cobalt-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3195.jpeg,3,Cobalt Bloom coaster cell pattern macro,
cobalt-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3196.jpeg,4,Cobalt Bloom coaster veined texture close-up,
cobalt-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3226.jpeg,5,Cobalt Bloom coaster outdoor view,
cobalt-bloom-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3227.jpeg,6,Cobalt Bloom coaster held in hand outdoors,
magenta-geode-set-of-4,Magenta Geode Set of 4,"<p>Magenta Geode coasters studio view.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,"Coasters, Home",FALSE,Title,Default Title,WC-3133,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3133.jpeg,1,Magenta Geode coasters studio view,draft
magenta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3132.jpeg,2,Magenta Geode coasters set of four,
magenta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3134.jpeg,3,Magenta Geode coaster shimmer macro,
magenta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3135.jpeg,4,Magenta Geode coaster cell pattern close-up,
magenta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3257.jpeg,5,Magenta Geode coaster outdoor view,
magenta-geode-set-of-4,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3258.jpeg,6,Magenta Geode coaster held in hand outdoors,
ocean-wave-bowl,Ocean Wave Bowl,"<p>Blue resin dome art piece.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-1928,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1928.jpg,1,Blue resin dome art piece,draft
ocean-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2238.jpeg,2,Ocean wave bowl view 2,
ocean-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2239.jpeg,3,Ocean wave bowl view 3,
ocean-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2240.jpeg,4,Ocean wave bowl view 4,
red-geode-crystal,Red Geode Crystal,"<p>Red crystal geode art piece.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-1930,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1930.jpg,1,Red crystal geode art piece,draft
red-geode-crystal,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2231.jpeg,2,Red geode crystal view 2,
red-geode-crystal,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2232.jpeg,3,Red geode crystal view 3,
red-geode-crystal,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2233.jpeg,4,Red geode crystal view 4,
glacier-wave-bowl,Glacier Wave Bowl,"<p>Blue purple resin dome art piece.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-1935,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1935.jpg,1,Blue purple resin dome art piece,draft
glacier-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2241.jpeg,2,Glacier wave bowl view 2,
glacier-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2242.jpeg,3,Glacier wave bowl view 3,
glacier-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2243.jpeg,4,Glacier wave bowl view 4,
glacier-wave-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2244.jpeg,5,Glacier wave bowl view 5,
molten-lava-bowl,Molten Lava Bowl,"<p>Orange red yellow geode art piece.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-1936,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1936.jpg,1,Orange red yellow geode art piece,draft
molten-lava-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2234.jpeg,2,Molten lava bowl view 2,
molten-lava-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2235.jpeg,3,Molten lava bowl view 3,
molten-lava-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2236.jpeg,4,Molten lava bowl view 4,
molten-lava-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2237.jpeg,5,Molten lava bowl view 5,
flame-ruffled-bowl,Flame Ruffled Bowl,"<p>Red orange ruffled resin bowl.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-1979,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_1979.jpeg,1,Red orange ruffled resin bowl,draft
flame-ruffled-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_1980.jpeg,2,Red orange ruffled bowl with candle,
flame-ruffled-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2245.jpeg,3,Flame ruffled bowl view 3,
flame-ruffled-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2246.jpeg,4,Flame ruffled bowl view 4,
flame-ruffled-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2247.jpeg,5,Flame ruffled bowl view 5,
sandy-shore-bowl,Sandy Shore Bowl,"<p>Sandy Shore Bowl — blue resin bowl with sand and shells on rim.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-2968,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2968.jpeg,1,Sandy Shore Bowl — blue resin bowl with sand and shells on rim,draft
sandy-shore-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2970.jpeg,2,Sandy Shore Bowl inside view,
sandy-shore-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3204.jpeg,3,Sandy Shore Bowl outdoor photo,
balloon-bowl,Balloon Bowl,"<p>Balloon Bowl — purple resin bowl with orange interior.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-2971,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2971.jpeg,1,Balloon Bowl — purple resin bowl with orange interior,draft
balloon-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2972.jpeg,2,Balloon Bowl inside view,
balloon-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2973.jpeg,3,Balloon Bowl side angle,
balloon-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3205.jpeg,4,Balloon Bowl outdoor photo,
balloon-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3206.jpeg,5,Balloon Bowl outdoor angled view,
bubble-wrap-bowl,Bubble Wrap Bowl,"<p>Bubble Wrap Bowl — light blue ruffled resin bowl with bubble texture.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-2995,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_2995.jpeg,1,Bubble Wrap Bowl — light blue ruffled resin bowl with bubble texture,draft
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2996.jpeg,2,Bubble Wrap Bowl inside view,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2997.jpeg,3,Bubble Wrap Bowl front view,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2998.jpeg,4,Bubble Wrap Bowl top view,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_2999.jpeg,5,Bubble Wrap Bowl texture closeup,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3201.jpeg,6,Bubble Wrap Bowl outdoor photo,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3202.jpeg,7,Bubble Wrap Bowl outdoor view 2,
bubble-wrap-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3203.jpeg,8,Bubble Wrap Bowl outdoor view 3,
aurora-bowl,Aurora Bowl,"<p>Aurora Bowl — iridescent ruffled resin bowl with holographic shimmer.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3001,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3001.jpeg,1,Aurora Bowl — iridescent ruffled resin bowl with holographic shimmer,draft
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3002.jpeg,2,Aurora Bowl view 2,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3003.jpeg,3,Aurora Bowl view 3,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3004.jpeg,4,Aurora Bowl dark background,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3005.jpeg,5,Aurora Bowl dark background view 2,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3006.jpeg,6,Aurora Bowl dark background view 3,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3007.jpeg,7,Aurora Bowl dark background view 4,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3197.jpeg,8,Aurora Bowl outdoor photo,
aurora-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3198.jpeg,9,Aurora Bowl outdoor view 2,
kaleidoscope-bowl,Kaleidoscope Bowl,"<p>Kaleidoscope Bowl — multicolored ruffled resin bowl with crystal edges.</p>
<p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,"Bowls & Platters, Home Decor",FALSE,Title,Default Title,WC-3011,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/IMG_3011.jpeg,1,Kaleidoscope Bowl — multicolored ruffled resin bowl with crystal edges,draft
kaleidoscope-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3008.jpeg,2,Kaleidoscope Bowl dark background,
kaleidoscope-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3009.jpeg,3,Kaleidoscope Bowl dark background view 2,
kaleidoscope-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3010.jpeg,4,Kaleidoscope Bowl dark background view 3,
kaleidoscope-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3199.jpeg,5,Kaleidoscope Bowl outdoor photo,
kaleidoscope-bowl,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/IMG_3200.jpeg,6,Kaleidoscope Bowl outdoor view 2,
